country,id,first_name,last_name,birth_date,death_date,place_of_birth,wikipedia_url,start_mandate,end_mandate,wikipedia_first_paragraph
fr,Q7721,Napoléon,Bonaparte,1808-04-20,1873-01-09,Paris,https://fr.wikipedia.org/wiki/Napol%C3%A9on_III,1848-12-20,1852-12-02,"Charles Louis Napoléon Bonaparte, dit Louis-Napoléon Bonaparte, né le 20 avril 1808 à Paris et mort le 9 janvier 1873 à Chislehurst , est un monarque et un homme d'État français. Il est à la fois l'unique président de la Deuxième République, le premier chef d'État français élu au suffrage universel masculin, le 10 décembre 1848, le premier président de la République française, et, après la proclamation de l'Empire le 2 décembre 1852, le dernier monarque du pays sous le nom de Napoléon III, empereur des Français."
fr,Q12680,Paul,Doumer,1857-03-22,1932-05-07,Aurillac,https://fr.wikipedia.org/wiki/Paul_Doumer,1931-06-13,1932-05-07,"Joseph Athanase Doumer, dit Paul Doumer, né le 22 mars 1857 à Aurillac  et  assassiné le 7 mai 1932 à Paris, est un homme d'État français. Il est président de la République du 13 juin 1931 à sa mort."
fr,Q12950,Alain,Poher,1909-04-17,1996-12-09,Ablon-sur-Seine,https://fr.wikipedia.org/wiki/Alain_Poher,1969-04-28,1969-06-20,"Alain Poher, né le 17 avril 1909 à Ablon-sur-Seine  et mort le 9 décembre 1996 à Paris 16e, est un homme d'État français."
fr,Q158749,Albert,Lebrun,1871-08-29,1950-03-06,Mercy-le-Haut,https://fr.wikipedia.org/wiki/Albert_Lebrun,1932-05-10,1940-07-11,"Albert Lebrun, né le 29 août 1871 à Mercy-le-Haut  et mort le 6 mars 1950 à Paris , est un homme d'État français. Il est président de la République française du 10 mai 1932 au 11 juillet 1940 ."
fr,Q158768,René,Coty,1882-03-20,1962-11-22,Le Havre,https://fr.wikipedia.org/wiki/Ren%C3%A9_Coty,1954-01-16,1959-01-08,"René Coty, né le 20 mars 1882 au Havre et mort le 22 novembre 1962 dans la même ville, est un homme d'État français. Il est président de la République du 16 janvier 1954 au 8 janvier 1959."
fr,Q158772,Vincent,Auriol,1884-08-27,1966-01-01,Revel,https://fr.wikipedia.org/wiki/Vincent_Auriol,1947-01-16,1954-01-16,"Vincent Auriol, né le 27 août 1884 à Revel  et mort le 1er janvier 1966 à Paris, est un homme d'État français. Il est président de la République du 16 janvier 1947 au 16 janvier 1954."
fr,Q158838,Patrice,de Mac Mahon,1808-06-13,1893-10-17,Sully,https://fr.wikipedia.org/wiki/Patrice_de_Mac_Mahon,1873-05-24,1879-01-30,"Patrice de Mac Mahon, comte de Mac Mahon, 1er duc de Magenta, maréchal de France, né le 13 juin 1808 au château de Sully  et mort le 17 octobre 1893 à Montcresson , est un militaire et homme d’État français, président de la République du 24 mai 1873 au 30 janvier 1879."
fr,Q169502,Émile,Loubet,1838-12-31,1929-12-20,Marsanne,https://fr.wikipedia.org/wiki/%C3%89mile_Loubet,1899-02-18,1906-02-18,"Émile Loubet, né le 30 décembre 1838 à Marsanne  et mort le 20 décembre 1929 à Montélimar , est un homme d'État français. Il est président de la République française du 18 février 1899 au 18 février 1906."
fr,Q191974,Raymond,Poincaré,1860-08-20,1934-10-15,Bar-le-Duc,https://fr.wikipedia.org/wiki/Raymond_Poincar%C3%A9,1913-02-18,1920-02-18,"Raymond Poincaré, du nom complet Raymond Nicolas Landry Poincaré, est né le 20 août 1860 à Bar-le-Duc  et mort le 15 octobre 1934 à Paris, est un avocat et homme d'État français. Il est le président de la République française du 18 février 1913 au 18 février 1920."
fr,Q215778,Marie,Carnot,1837-08-11,1894-06-25,Limoges,https://fr.wikipedia.org/wiki/Sadi_Carnot_(homme_d%27%C3%89tat),1887-12-03,1894-06-25,"Marie François Sadi Carnot, plus souvent appelé Sadi Carnot, est un homme d'État français, né le 11 août 1837 à Limoges et mort assassiné le 25 juin 1894 à Lyon. Il est président de la République du 3 décembre 1887 à sa mort."
fr,Q274540,Alexandre,Millerand,1859-02-10,1943-04-06,Paris,https://fr.wikipedia.org/wiki/Alexandre_Millerand,1920-09-23,1924-06-11,"Alexandre Millerand, né le 10 février 1859 à Paris et mort le 6 avril 1943 à Versailles, est un homme d'État français. Il est président du Conseil du 20 janvier au 23 septembre 1920, puis président de la République du 23 septembre 1920 au 11 juin 1924."
fr,Q296064,Gaston,Doumergue,1863-08-01,1937-06-18,Aigues-Vives,https://fr.wikipedia.org/wiki/Gaston_Doumergue,1924-06-13,1931-06-13,"Gaston Doumergue, né le 1er août 1863 à Aigues-Vives  et mort le 18 juin 1937 dans la même ville, est un homme d'État français. Il est président de la République française du 13 juin 1924 au 13 juin 1931."
fr,Q296076,Félix,Faure,1841-01-30,1899-02-16,Paris,https://fr.wikipedia.org/wiki/F%C3%A9lix_Faure,1895-01-17,1899-02-16,"Félix Faure, né le 30 janvier 1841 à Paris et mort le 16 février 1899 dans la même ville, est un homme d'État français. Il est président de la République du 17 janvier 1895 à sa mort."
fr,Q296083,Jules,Grévy,1807-08-15,1891-09-09,Mont-sous-Vaudrey,https://fr.wikipedia.org/wiki/Jules_Gr%C3%A9vy,1879-01-30,1887-12-02,"François Judith Paul Grévy, né le 15 août 1807 à Mont-sous-Vaudrey et mort le 9 septembre 1891 dans la même commune, est un homme d'État français, président de la République du 30 janvier 1879 au 2 décembre 1887."
fr,Q296673,Clément,Fallières,1841-11-06,1931-06-22,Mézin,https://fr.wikipedia.org/wiki/Armand_Falli%C3%A8res,1906-02-18,1913-02-18,"Armand Fallières, né le 6 novembre 1841 à Mézin  et mort le 22 juin 1931 à Villeneuve-de-Mézin , est un homme d'État français, président de la République française de 1906 à 1913."
fr,Q309995,Paul,Deschanel,1855-02-13,1922-04-28,Schaerbeek - Schaarbeek,https://fr.wikipedia.org/wiki/Paul_Deschanel,1920-02-18,1920-09-21,"Paul Deschanel, né le 13 février 1855 à Schaerbeek  et mort le 28 avril 1922 à Paris , est un homme d'État, journaliste et écrivain français, président de la République du 18 février au 21 septembre 1920."
fr,Q312026,Georges,Bidault,1899-10-05,1983-01-27,Moulins,https://fr.wikipedia.org/wiki/Georges_Bidault,1946-06-24,1946-10-14,"Georges Bidault, né le 5 octobre 1899 à Moulins  et mort le 27 janvier 1983 à Cambo-les-Bains , est un résistant et un homme d'État français."
fr,Q315656,Jean,Casimir-Perier,1847-11-08,1907-03-11,Paris,https://fr.wikipedia.org/wiki/Jean_Casimir-Perier,1894-06-27,1895-01-16,"Jean Casimir-Perier, né le 8 novembre 1847 à Paris et mort le 11 mars 1907 dans la même ville, est un homme d'État français. Il est président de la République française du 27 juin 1894 au 16 janvier 1895."
fr,Q356032,Charles,Dupuy,1851-11-05,1923-07-23,Le Puy-en-Velay,https://fr.wikipedia.org/wiki/Charles_Dupuy,1894-06-25,1894-06-27,"Charles Dupuy, né le 5 novembre 1851 au Puy-en-Velay et mort le 23 juillet 1923 à Ille-sur-Têt, est un homme d'État français. Il occupe à plusieurs reprises la fonction de président du Conseil sous la IIIe République, entre 1893 et 1899. Il est également président de la Chambre des députés de 1893 à 1894."
fr,Q379702,Louis,Cavaignac,1802-10-15,1857-10-28,Paris,https://fr.wikipedia.org/wiki/Eug%C3%A8ne_Cavaignac,1848-06-28,1848-12-20,"Louis Eugène Cavaignac, connu aussi sous le nom de général Cavaignac, né le 23 vendémiaire an XI  à Paris et mort le 28 octobre 1857 dans son château d'Ourne à Flée, est un général et homme d'État français."
fr,Q441235,Louis,None,1815-03-12,1896-10-07,Le Palais,https://fr.wikipedia.org/wiki/Louis_Jules_Trochu,1870-09-04,1871-01-22,"Louis-Jules Trochu, né au Palais à Belle-Île-en-Mer  le 12 mars 1815 et mort à Tours  le 7 octobre 1896, est un général de division et homme d'État français sous le Second Empire. Élève de Saint-Cyr et de l'École d'application du Corps royal d'état-major, gouverneur de Paris, il prend le pouvoir à la suite de la proclamation de la République en 1870, et met en place un gouvernement de la Défense nationale le 4 septembre 1870. Il quitte le pouvoir le 17 février 1871 et met fin à son gouvernement après avoir tenté de poursuivre la guerre franco-allemande."
fr,Q459212,Frédéric,None,1874-03-16,1958-05-20,Paris,https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Fran%C3%A7ois-Marsal,1924-06-11,1924-06-13,"Frédéric François-Marsal, né le 16 mars 1874 à Paris et mort le 20 mai 1958 à Gisors, est un homme d'affaires et un homme politique français de la droite républicaine, dont la carrière politique a culminé avec son bref passage à la présidence du Conseil en 1924."
fr,Q3052772,Emmanuel,Macron,1977-12-21,None,Amiens,https://fr.wikipedia.org/wiki/Emmanuel_Macron,2017-05-14,None,"Emmanuel Macron , né le 21 décembre 1977 à Amiens , est un haut fonctionnaire et homme d'État français. Il est président de la République française depuis le 14 mai 2017."
be,Q12978,Guy,Verhofstadt,1953-04-11,None,Dendermonde,https://nl.wikipedia.org/wiki/Guy_Verhofstadt,1999-07-12,2008-03-20,"Guy Maurice Marie-Louise Verhofstadt   is een Belgisch politicus voor de Open Vlaamse Liberalen en Democraten . Hij was premier van België van 12 juli 1999 tot 20 maart 2008 in drie regeringen. Nu is hij lid van het Europees Parlement, waar hij van 2009 tot 2019 fractieleider van de Alliantie van Liberalen en Democraten voor Europa  was."
be,Q12981,Yves,Leterme,1960-10-06,None,Wervik,https://nl.wikipedia.org/wiki/Yves_Leterme,2009-11-25,2011-12-06,"Yves Camille Désiré Leterme  is een Belgisch politicus. Hij was onder meer Vlaams minister-president en premier van België. Hij was lang boegbeeld van de CD&V en boegbeeld van het toenmalige kartel CD&V/N-VA."
be,Q12983,Herman,None,1947-10-31,None,Etterbeek,https://nl.wikipedia.org/wiki/Herman_Van_Rompuy,2008-12-30,2009-11-25,"Herman Achille graaf Van Rompuy  is een Belgische politicus van de christendemocratische partij CD&V. Hij was tussen 30 december 2008 en 25 november 2009 de premier van België en van 1 januari 2010 tot en met 30 november 2014 voorzitter van de Europese Raad, in de media vaak incorrect 'president van Europa' genoemd. Op 19 november 2009 werd bekendgemaakt dat hij was verkozen tot de eerste permanente voorzitter en op 1 maart 2012 werd Van Rompuy met algemene stemmen door de 27 staatshoofden en regeringsleiders van de EU voor een tweede mandaat benoemd. Na deze termijn was hij niet meer herkiesbaar."
be,Q14989,Léon,Delacroix,1867-12-27,1929-10-15,Saint-Josse-ten-Noode,https://nl.wikipedia.org/wiki/L%C3%A9on_Delacroix,1918-11-21,1920-11-20,"Léon Fréderic Gustave Delacroix  was een Belgisch katholiek politicus. De Léon Delacroixstraat in Anderlecht en het metrostation Delacroix werden naar hem vernoemd."
be,Q14990,Henry,Carton,1869-01-31,1951-05-06,Brussels,https://nl.wikipedia.org/wiki/Henri_Carton_de_Wiart,1920-11-20,1921-12-16,"Henri Victor Marie Ghislain graaf Carton de Wiart   was een Belgische politicus. Hij was Eerste Minister van 1920 tot 1921."
be,Q14991,Georges,Theunis,1873-02-28,1966-01-04,Montegnée,https://nl.wikipedia.org/wiki/Georges_Theunis,1934-11-20,1935-03-25,"Georges Emile Pierre Léonard Theunis  was een Belgisch politicus van de Katholieke Partij."
be,Q14992,Aloïs,Van de Vyvere,1871-06-08,1961-10-22,Tielt,https://nl.wikipedia.org/wiki/Aloys_Van_de_Vyvere,1925-05-13,1925-06-17,"Aloys Jean Maria Joseph Van de Vyvere  was een Belgisch katholiek volksvertegenwoordiger en minister."
be,Q14993,Prosper,Poullet,1868-03-05,1937-12-03,Leuven,https://nl.wikipedia.org/wiki/Prosper_Poullet,1925-06-17,1926-05-20,"Prosper Antoine Marie Joseph burggraaf Poullet  was een Belgisch politicus."
be,Q14994,Henri,Jaspar,1870-07-28,1939-02-15,Schaerbeek - Schaarbeek,https://nl.wikipedia.org/wiki/Henri_Jaspar,1926-05-20,1931-06-06,"Henri Jaspar  was een Belgisch katholiek politicus, die twee keer premier van België was."
be,Q14995,Jules,None,1862-12-03,1934-07-15,Ixelles - Elsene,https://nl.wikipedia.org/wiki/Jules_Renkin,1931-06-06,1932-10-22,"Jules Laurent Jean Louis Renkin  was een Belgisch katholiek politicus."
be,Q14996,Paul,Van Zeeland,1893-11-11,1973-09-22,Soignies,https://nl.wikipedia.org/wiki/Paul_van_Zeeland,1935-03-25,1937-11-24,"Paul Guillaume van Zeeland  was een Belgisch advocaat, econoom, katholiek politicus en staatsman."
be,Q14997,Achille,Van Acker,1898-04-08,1975-07-10,Bruges,https://nl.wikipedia.org/wiki/Achiel_Van_Acker,1954-04-23,1958-06-26,"Achille Honoré  Van Acker uitspraakⓘ  was een Belgisch socialistisch politicus. Hij was viermaal premier van België."
be,Q14998,Camille,Huysmans,1871-05-26,1968-02-25,Bilzen,https://nl.wikipedia.org/wiki/Camille_Huysmans,1946-08-03,1947-03-20,"Jean Joseph Camille Huysmans , geboren als Camiel Hansen, was een Belgisch journalist en socialistisch politicus voor de BWP / BSP."
be,Q14999,Gaston,Eyskens,1905-04-01,1988-01-03,Lier,https://nl.wikipedia.org/wiki/Gaston_Eyskens,1968-07-17,1973-01-26,"Gaston François Marie burggraaf Eyskens  was drie maal christendemocratisch eerste minister van België in de periode tussen 1949 en 1973. Hij was de eerste Belgische regeringsleider die geboren was in de 20e eeuw."
be,Q15002,Leo,Tindemans,1922-04-16,2014-12-26,Zwijndrecht,https://nl.wikipedia.org/wiki/Leo_Tindemans,1974-04-25,1978-10-20,"Leonard Clemence  Tindemans  was een Belgisch politicus voor de CVP  en minister van staat. Hij was eerste minister van twee regeringen in België  en behaalde het grootste aantal voorkeurstemmen in de Belgische geschiedenis bij de Europese verkiezingen van 1979. Daardoor kreeg hij de bijnaam de man van 1 miljoen stemmen."
be,Q15048,Elio,Di Rupo,1951-07-18,None,Morlanwelz,https://nl.wikipedia.org/wiki/Elio_Di_Rupo,2011-12-06,2014-10-11,"Elio Di Rupo  is een Belgische politicus voor de Parti Socialiste . Van 6 december 2011 tot 11 oktober 2014 was hij premier van België en werd meermaals minister en minister-president van de Waalse Regering."
be,Q15056,Jean-Luc,Dehaene,1940-08-07,2014-05-15,Montpellier,https://nl.wikipedia.org/wiki/Jean-Luc_Dehaene,1992-03-07,1999-07-12,"Jean Luc Joseph Marie Dehaene uitspraakⓘ  was van 1992 tot 1999 premier van België. Hij was lid van de toenmalige CVP . Onder zijn regering werd België een volwaardige federale staat. Dehaene leidde twee coalitieregeringen met de socialisten en bekleedde verschillende ministerposten voor hij in 1992 eerste minister werd. Van 2000 tot 2007 was hij burgemeester van Vilvoorde. In 2002 werd hij voorgedragen als vicevoorzitter van de Europese Conventie."
be,Q15956,Frans,Schollaert,1851-08-19,1917-06-29,Wilsele,https://nl.wikipedia.org/wiki/Frans_Schollaert,1908-01-09,1911-06-17,"François Victor Marie Ghislain  Schollaert  was een Belgisch katholiek politicus."
be,Q143202,Pieter,Decker,1812-01-25,1891-01-04,Zele,https://nl.wikipedia.org/wiki/Pieter_de_Decker,1855-03-30,1857-11-09,"Pierre Jacques François  de Decker  was een Belgisch politicus en auteur."
be,Q155691,Paul-Henri,Spaak,1899-01-25,1972-07-31,Schaerbeek - Schaarbeek,https://nl.wikipedia.org/wiki/Paul-Henri_Spaak,1947-03-20,1949-08-11,"Paul-Henri Charles Spaak uitspraakⓘ  was een Belgisch socialistisch politicus en regeringsleider."
be,Q202049,Auguste,Beernaert,1829-07-26,1912-10-06,Ostend,https://nl.wikipedia.org/wiki/Auguste_Beernaert,1884-10-26,1894-03-26,"Auguste Marie François  Beernaert  was een Belgisch katholiek politicus en mensenrechtenactivist. In 1909 won hij de Nobelprijs voor de Vrede."
be,Q221781,Théodore,Lefèvre,1914-01-17,1973-09-18,Ghent,https://nl.wikipedia.org/wiki/Th%C3%A9o_Lef%C3%A8vre,1961-04-25,1965-07-28,"Théodore Joseph Albéric Marie Lefèvre  was een Belgisch politicus. Hij was premier van België van 1961 tot 1965, aan het hoofd van de regering Lefèvre-Spaak."
be,Q250021,Paul,None,1919-05-22,2001-01-09,Forest,https://nl.wikipedia.org/wiki/Paul_Vanden_Boeynants,1978-10-20,1979-04-03,"Paul Emile François Henri Vanden Boeynants , in de media en door hemzelf bijgenaamd 'VDB', was een Belgisch volksvertegenwoordiger, minister en premier. Als ondernemer was hij actief in de vleesindustrie."
be,Q289570,Étienne,Gerlache,1785-12-26,1871-02-10,Château of Biourge,https://nl.wikipedia.org/wiki/Etienne_de_Gerlache,1831-02-27,1831-03-10,"Etienne Constantin baron de Gerlache  was advocaat, politicus en magistraat in het Verenigd Koninkrijk der Nederlanden en in België."
be,Q313809,Wilfried,Martens,1936-04-19,2013-10-09,Sleidinge,https://nl.wikipedia.org/wiki/Wilfried_Martens,1981-12-17,1992-03-07,"Wilfried Achiel Emma Martens uitspraakⓘ  was een Vlaams-Belgische politicus voor de CD&V  en was van april 1979 tot maart 1992  eerste minister van België."
be,Q349477,Mark,Eyskens,1933-04-29,None,Leuven,https://nl.wikipedia.org/wiki/Mark_Eyskens,1981-04-06,1981-12-17,"Marc Maria Frans burggraaf Eyskens   is een Belgische emeritus hoogleraar, econoom, politicus en essayist. Van april tot december 1981 was hij premier van België."
be,Q363942,Pierre,Harmel,1911-03-16,2009-11-15,Uccle,https://nl.wikipedia.org/wiki/Pierre_Harmel,1965-07-28,1966-03-19,"Pierre Charles José Marie graaf Harmel  was een Belgisch advocaat, hoogleraar en christendemocratisch staatsman."
be,Q442578,Hubert,Pierlot,1883-12-23,1963-12-13,Bertrix,https://nl.wikipedia.org/wiki/Hubert_Pierlot,1939-02-22,1945-02-12,"Hubert Marie Eugène Pierlot  was de Belgische eerste minister van 1939 tot 1945."
be,Q446472,Jean-Baptiste,Nothomb,1805-07-03,1881-09-16,Messancy,https://nl.wikipedia.org/wiki/Jean-Baptiste_Nothomb,1841-04-13,1845-07-30,"Jean Baptiste Nothomb  was een Belgisch staatsman en diplomaat die een belangrijke rol speelde bij het tot stand komen van de Belgische staat. Zo was hij een van de opstellers van de Belgische grondwet en onderhandelde hij over de verdragen die de Belgische onafhankelijkheid garandeerden."
be,Q461745,Edmond,None,1915-04-18,1997-06-15,Lantremange,https://nl.wikipedia.org/wiki/Edmond_Leburton,1973-01-26,1974-04-25,"Edmond Jules Isidore Leburton  was een Belgisch politicus voor de PSB."
be,Q461753,Jean,None,1900-04-10,1977-10-11,Frasnes-lez-Gosselies,https://nl.wikipedia.org/wiki/Jean_Duvieusart,1950-06-08,1950-08-16,"Jean Pierre Armand Ghislain Marie Duvieusart  was een Belgisch advocaat en katholiek politicus."
be,Q468104,Joseph,Lebeau,1794-01-03,1865-03-19,Huy,https://nl.wikipedia.org/wiki/Joseph_Lebeau,1840-04-18,1841-04-13,"Jean Louis Joseph Lebeau  was lid van het Nationaal Congres, Belgisch liberaal volksvertegenwoordiger en eerste minister."
be,Q468109,Charles,Rogier,1800-08-17,1885-05-27,Saint-Quentin,https://nl.wikipedia.org/wiki/Charles_Rogier,1857-11-09,1868-01-03,"Charles Latour Rogier  was een Belgisch politicus en een van de grondleggers van de Belgische staat."
be,Q472257,Barthélemy,None,1794-02-26,1874-08-24,Kasteel van Schabroek,https://nl.wikipedia.org/wiki/Barth%C3%A9lemy_de_Theux_de_Meylandt,1871-12-07,1874-08-21,"Barthélemy-Théodore graaf de Theux de Meylandt  was een Belgisch staatsman, eerste minister en lid van het Nationaal Congres."
be,Q472276,Felix,None,1793-04-05,1862-08-05,Pittem,https://nl.wikipedia.org/wiki/Felix_de_M%C3%BBelenaere,1831-07-24,1832-10-20,"Felix Amandus de Mûelenaere  was een Belgisch unionistisch politicus."
be,Q476596,Alexander,De Croo,1975-11-03,None,Vilvoorde,https://nl.wikipedia.org/wiki/Alexander_De_Croo,2020-10-01,None,"Alexander Francis Herman De Croo  is een Belgisch politicus voor Open Vld. Sedert 1 oktober 2020 is De Croo premier van België van de zogenaamde Vivaldicoalitie. Hij volgde Sophie Wilmès op en is de eerste Vlaamse premier in iets minder dan 10 jaar."
be,Q527479,Henri,de Brouckère,1801-01-25,1891-01-25,Bruges,https://nl.wikipedia.org/wiki/Henri_de_Brouck%C3%A8re,1852-10-31,1855-03-30,"Henri Ghislain Joseph Marie Hyacinthe de Brouckère  was een Belgisch liberaal politicus. Hij was onder meer eerste minister, volksvertegenwoordiger en lid van het Belgisch Nationaal Congres."
be,Q533339,Albert,None,1790-05-26,1873-05-05,Tournai,https://nl.wikipedia.org/wiki/Albert_Goblet_d%27Alviella,1832-10-20,1834-08-04,"Albert Joseph Goblet, sinds 1838 graaf Goblet d'Alviella  was een Belgisch politicus en officier."
be,Q546727,Sylvain,Weyer,1802-01-19,1874-05-23,Leuven,https://nl.wikipedia.org/wiki/Sylvain_Van_de_Weyer,1845-07-30,1846-03-31,"Jean-Sylvain Van de Weyer  , beter bekend als Sylvain Van de Weyer, was een van de grondleggers van de Belgische Staat, en later ook eerste minister."
be,Q569138,Jules,Burlet,1844-04-10,1897-03-01,Ixelles - Elsene,https://nl.wikipedia.org/wiki/Jules_de_Burlet,1894-03-26,1896-02-25,"Jules Philippe Marie de Burlet  was een Belgisch katholiek politicus."
be,Q665955,Paul-Émile,None,1872-05-30,1944-03-03,Brussels metropolitan area,https://nl.wikipedia.org/wiki/Paul-Emile_Janson,1937-11-24,1938-05-15,"Paul-Emile Janson  was de Belgische eerste minister van november 1937 tot mei 1938."
be,Q678535,Jules,Malou,1810-10-19,1886-07-11,Ypres,https://nl.wikipedia.org/wiki/Jules_Malou,1884-06-16,1884-10-26,"Jules Edouard François-Xavier Malou  was een Belgisch politicus. Hij was onder meer leider van de Katholieke Partij, volksvertegenwoordiger, senator en eerste minister."
be,Q705103,Charles,Broqueville,1860-12-04,1940-09-05,Postel,https://nl.wikipedia.org/wiki/Charles_de_Broqueville,1932-10-22,1934-11-20,"Charles Marie Pierre Albert graaf de Broqueville , 4 december 1860 - Brussel, 5 september 1940) was de Belgische kabinetsleider tijdens de Eerste Wereldoorlog  en eerste minister van 22 oktober 1932 tot 20 november 1934. Hij was lid van de Katholieke Partij."
be,Q705111,Joseph,Pholien,1884-12-28,1968-01-04,Liège,https://nl.wikipedia.org/wiki/Joseph_Pholien,1950-08-16,1952-01-15,"Joseph Clovis Louis Marie Emmanuel Pholien  was een Belgisch politicus van de PSC."
be,Q705128,Jean,Van Houtte,1907-03-17,1991-05-23,Ghent,https://nl.wikipedia.org/wiki/Jean_Van_Houtte,1952-01-15,1954-04-23,"Jean Maria Josephus baron Van Houtte  was een Belgisch advocaat, hoogleraar en politicus van de CVP."
be,Q705791,Walthère,Frère,1812-04-22,1896-01-02,Liège,https://nl.wikipedia.org/wiki/Walth%C3%A8re_Fr%C3%A8re-Orban,1878-06-19,1884-06-16,"Hubert Joseph Walthère Frère-Orban  was een Belgisch liberaal politicus die zijn stempel heeft gedrukt op de eerste halve eeuw onafhankelijkheid van België."
be,Q719483,Gérard,Cooreman,1852-03-25,1926-12-02,Ghent,https://nl.wikipedia.org/wiki/Gerard_Cooreman,1918-06-01,1918-11-21,"Gérard François Marie  Cooreman  was een Belgisch advocaat en politicus voor de katholieke Partij."
be,Q721772,Jules,Vandenpeereboom,1843-03-18,1917-03-06,Kortrijk,https://nl.wikipedia.org/wiki/Jules_Vandenpeereboom,1899-01-24,1899-08-05,"Jules Pierre Henri François Xavier Vandenpeereboom  was een Belgisch katholiek politicus."
be,Q721781,Paul,None,1843-05-13,1913-09-09,Ghent,https://nl.wikipedia.org/wiki/Paul_de_Smet_de_Naeyer,1899-08-05,1907-05-02,"Paul Joseph graaf de Smet de Naeyer  was een Belgisch katholiek politicus."
be,Q721798,Jules,Trooz,1857-02-21,1907-12-31,Leuven,https://nl.wikipedia.org/wiki/Jules_de_Trooz,1907-05-02,1907-12-31,"Baron Jules Henri Ghislain Marie de Trooz  was een Belgisch katholiek politicus."
be,Q725589,Jules,d'Anethan,1803-04-23,1888-10-08,Brussels metropolitan area,https://nl.wikipedia.org/wiki/Jules_Joseph_d%27Anethan,1870-07-02,1871-12-07,"Jules Joseph d'Anethan  was een Belgisch politicus. Hij was premier van 2 juli 1870 tot 7 december 1871."
be,Q950958,Charles,Michel,1975-12-21,None,Namur,https://nl.wikipedia.org/wiki/Charles_Michel,2014-10-11,2019-10-27,"Charles Yves Jean Ghislaine Michel  is een Belgisch politicus voor de partij Mouvement Réformateur . Van 11 oktober 2014 tot 27 oktober 2019 was hij premier van België in de regeringen Michel I en Michel II. Op 2 juli 2019 werd hij verkozen als voorzitter van de Europese Raad, in opvolging van Donald Tusk, een functie die hij sinds 1 december 2019 uitoefent."
be,Q18434995,Sophie,Wilmès,1975-01-15,None,Ixelles - Elsene,https://nl.wikipedia.org/wiki/Sophie_Wilm%C3%A8s,2019-10-27,2020-10-01,"Sophie Wilmès  is een Belgisch politica van de MR. Van 27 oktober 2019 tot 1 oktober 2020 was ze de eerste vrouwelijke premier van België. Sinds 1 oktober 2020 was ze vicepremier en minister van Buitenlandse Zaken en Buitenlandse Handel. Om familiale redenen legde ze op 21 april 2022 haar bevoegdheden als minister tijdelijk neer. Op 15 juli 2022 legde ze haar functie definitief neer."
ru,Q7747,Vladimir,Putin,1952-10-07,None,Saint Petersburg,https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D1%82%D0%B8%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,2000-05-07,2008-05-07,"Влади́мир Влади́мирович Пу́тин  — российский государственный и политический деятель. Действующий президент Российской Федерации, председатель Государственного Совета Российской Федерации и Совета Безопасности Российской Федерации; Верховный главнокомандующий Вооружёнными силами Российской Федерации с 7 мая 2012 года. Ранее занимал должность президента с 7 мая 2000 по 7 мая 2008 года, также в 1999—2000 и 2008—2012 годах занимал должность председателя правительства Российской Федерации. Фактически руководит Россией, согласно разным оценкам, с 1999 или с 2000 года. В сентябре 2017 года Путин стал самым долго правящим российским лидером со времён Иосифа Сталина."
ru,Q23530,Dmitry,Medvedev,1965-09-14,None,Saint Petersburg,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D0%B5%D0%B2,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87,2008-05-07,2012-05-07,"Дми́трий Анато́льевич Медве́дев  — российский государственный и политический деятель. Первый заместитель председателя Военно-промышленной комиссии Российской Федерации с 26 декабря 2022 года. Заместитель председателя Совета Безопасности Российской Федерации с 16 января 2020 года. Председатель партии «Единая Россия» с 26 мая 2012 года."
ru,Q34453,Boris,Yeltsin,1931-02-01,2007-04-23,Butka,https://ru.wikipedia.org/wiki/%D0%95%D0%BB%D1%8C%D1%86%D0%B8%D0%BD,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87,1991-07-10,1999-12-31,"Бори́с Никола́евич Е́льцин , Бутка, Буткинский район, Уральская область, СССР — 23 апреля 2007, Москва, Россия) — советский и российский партийный, государственный и политический деятель, первый всенародно избранный Президент Российской Федерации ; в ноябре 1991 — июне 1992 года одновременно возглавлял правительство. С марта по май 1992 года исполнял обязанности министра обороны Российской Федерации."
